env,episode,mlp-dqn_return,mlp-ddqn_return,mlp-pddqn_return,cnn-dqn_return,cnn-ddqn_return,cnn-pddqn_return
forest_a,249,-318.1870422363281,-318.0690002441406,-317.226318359375,-309.9306335449219,-317.91387939453125,-316.06182861328125
forest_a,250,-505.02764892578125,502.29248046875,399.5133056640625,-470.11456298828125,376.9232177734375,-523.3026733398438
forest_a,251,-504.23834228515625,612.7749633789062,-495.2667541503906,-398.84552001953125,-862.4532470703125,-903.4012451171875
forest_a,252,-608.1641235351562,-818.4642944335938,-691.3496704101562,119.93172454833984,-845.202880859375,-595.3671875
forest_a,253,-351.19268798828125,-325.01629638671875,-413.75482177734375,-330.4643249511719,415.92755126953125,-558.9240112304688
forest_a,254,502.7120361328125,379.38763427734375,-495.7627258300781,-347.5154113769531,-518.85400390625,-367.72479248046875
forest_a,255,-589.561279296875,-521.0632934570312,-539.5283813476562,-523.5350341796875,-562.3433227539062,-533.9815063476562
forest_a,256,452.0776062011719,446.0617370605469,422.8200378417969,-837.2939453125,190.28172302246094,441.9496765136719
forest_a,257,378.30804443359375,293.9769287109375,-454.4988708496094,238.6007537841797,448.6318664550781,-575.7699584960938
forest_a,258,443.8448791503906,268.0843200683594,-455.2679443359375,-112.50148010253906,-505.4509582519531,-391.8138427734375
forest_a,259,202.00799560546875,-458.98626708984375,-480.9833984375,564.7718505859375,520.5247192382812,-416.3348083496094
forest_a,260,-576.9883422851562,-766.0868530273438,-294.7618103027344,-552.796875,-379.5923767089844,-702.6713256835938
forest_a,261,-49.603660583496094,-665.1888427734375,-500.05975341796875,-797.0148315429688,-619.9957275390625,-1048.664306640625
forest_a,262,266.06842041015625,-818.4844360351562,-482.24810791015625,-665.5735473632812,372.6322326660156,-578.737060546875
forest_a,263,-463.0335693359375,307.6693115234375,-523.6434936523438,-480.9176025390625,-500.7986145019531,-514.5224609375
forest_a,264,495.5850524902344,-591.9219360351562,483.3499450683594,-574.7560424804688,501.126220703125,516.8641357421875
forest_a,265,-477.0544128417969,529.4500122070312,-502.2502136230469,417.5296630859375,-409.986083984375,-465.8364562988281
forest_a,266,374.034423828125,290.79254150390625,514.62255859375,397.6012268066406,-574.134765625,260.58544921875
forest_a,267,586.194091796875,-270.6884765625,-313.5831298828125,-288.60650634765625,-292.7306823730469,-407.55224609375
forest_a,268,522.7844848632812,283.1377868652344,-592.40380859375,-447.7684326171875,505.62689208984375,545.8674926757812
forest_a,269,502.9242858886719,436.3634338378906,-753.8992309570312,-724.3162841796875,-584.5620727539062,502.8302001953125
forest_a,270,220.04116821289062,-415.3135681152344,-433.54547119140625,466.22930908203125,508.88580322265625,383.9527587890625
forest_a,271,518.5882568359375,-413.338134765625,-370.9085693359375,-493.82391357421875,652.7039184570312,-359.4993896484375
forest_a,272,386.24774169921875,486.55401611328125,493.9903259277344,-666.811279296875,471.2330017089844,342.2265625
forest_a,273,-610.8807373046875,494.58160400390625,-480.3791198730469,-621.0333862304688,333.92645263671875,558.7820434570312
forest_a,274,557.6986083984375,517.5891723632812,-567.3682861328125,542.9779052734375,-598.2555541992188,248.97146606445312
forest_a,275,-505.1820983886719,530.1031494140625,547.6630249023438,-580.4173583984375,-526.0852661132812,387.2532043457031
forest_a,276,494.3922424316406,532.4339599609375,400.7530517578125,277.31561279296875,495.3628234863281,-666.699462890625
forest_a,277,-631.9317016601562,-748.7354125976562,-659.18310546875,-958.7656860351562,-646.991943359375,-662.4974975585938
forest_a,278,-436.2955627441406,-709.5029907226562,21.56073760986328,-400.3062744140625,-766.603515625,-540.0238037109375
forest_a,279,-324.5763854980469,-310.1223449707031,-324.8889465332031,-424.0905456542969,-325.9522399902344,-710.912841796875
forest_a,280,458.70965576171875,441.1112365722656,-661.1453247070312,462.6354064941406,459.3476257324219,468.0578918457031
forest_a,281,-598.4362182617188,-511.2811584472656,-615.4910888671875,-714.2074584960938,-581.3709716796875,-492.7724914550781
forest_a,282,-340.0530700683594,-357.1482238769531,-512.3750610351562,564.8960571289062,-440.3204650878906,568.563232421875
forest_a,283,-456.79052734375,419.9648132324219,-344.2478332519531,-349.4580993652344,585.9690551757812,374.856689453125
forest_a,284,-388.9644775390625,366.1307373046875,-358.0427551269531,-302.85595703125,311.7142028808594,-396.1361999511719
forest_a,285,454.0135803222656,392.6819152832031,451.16668701171875,251.2405548095703,-749.5363159179688,433.77716064453125
forest_a,286,497.8027648925781,533.6337280273438,263.4915466308594,501.7770690917969,542.5079345703125,-481.8092346191406
forest_a,287,358.6817321777344,-309.19287109375,-636.6797485351562,509.3824462890625,-534.8462524414062,-644.44580078125
forest_a,288,-392.1298828125,-656.9912719726562,-588.4337158203125,630.4234619140625,-416.2167663574219,-497.8167724609375
forest_a,289,511.91705322265625,361.8250427246094,373.8369140625,409.5790710449219,368.3709411621094,475.14251708984375
forest_a,290,-355.3673400878906,-397.7262878417969,663.8117065429688,513.7599487304688,-464.329833984375,577.372314453125
forest_a,291,-174.81700134277344,-191.0481414794922,-177.4984893798828,-607.9171752929688,-470.6462707519531,-613.7714233398438
forest_a,292,601.6874389648438,-626.0501098632812,322.2509765625,-605.6315307617188,-357.7661437988281,-366.0283508300781
forest_a,293,-446.8807373046875,-711.5303344726562,349.5798645019531,365.8219299316406,-868.0031127929688,-623.85986328125
forest_a,294,-615.5897827148438,-532.4757080078125,542.9550170898438,481.9105224609375,-462.1971435546875,561.7039184570312
forest_a,295,-583.0818481445312,-588.0562744140625,-79.86185455322266,508.10186767578125,508.2982482910156,-594.16796875
forest_a,296,-610.3673706054688,297.63348388671875,483.4075927734375,470.4029541015625,351.3661804199219,482.05999755859375
forest_a,297,457.1329650878906,492.31829833984375,484.60955810546875,-445.948486328125,489.09185791015625,483.47198486328125
forest_a,298,391.5910339355469,-403.8515319824219,636.988037109375,-526.2559814453125,-398.03448486328125,-667.0745849609375
forest_a,299,-538.4132690429688,-426.7024841308594,-404.4905090332031,-708.6942138671875,-435.2688293457031,-457.9137878417969
forest_a,300,-370.6214294433594,-380.593017578125,-608.974609375,-374.4490966796875,-422.00213623046875,-376.5392150878906
