env,episode,mlp-dqn_return,mlp-ddqn_return,mlp-pddqn_return,cnn-dqn_return,cnn-ddqn_return,cnn-pddqn_return
forest_a,34,645.5751342773438,595.31103515625,518.6853637695312,635.2610473632812,488.24169921875,642.6519165039062
forest_a,35,580.58544921875,607.592041015625,531.4213256835938,594.2265014648438,438.68121337890625,616.2096557617188
forest_a,36,557.6600952148438,534.8084106445312,555.5120239257812,534.5819702148438,434.36468505859375,533.8419799804688
forest_a,37,587.0046997070312,485.0299987792969,585.3847045898438,627.490234375,625.1043701171875,583.0448608398438
forest_a,38,533.1217041015625,585.6039428710938,633.3219604492188,665.5386352539062,524.6858520507812,648.1185913085938
forest_a,39,491.5768737792969,489.9503479003906,492.9735412597656,481.3208312988281,489.25823974609375,407.0734558105469
forest_a,40,-473.3825988769531,425.2042236328125,572.784423828125,475.72607421875,398.1882019042969,-497.96051025390625
forest_a,41,546.0390014648438,612.9033203125,451.5267028808594,494.0774841308594,507.3257751464844,627.59033203125
forest_a,42,698.068603515625,644.0214233398438,673.2482299804688,625.8663940429688,626.8599853515625,701.3797607421875
forest_a,43,543.2997436523438,522.8385009765625,549.8629760742188,495.6336364746094,535.0009155273438,474.97900390625
forest_a,44,462.8379211425781,460.3403015136719,457.0623779296875,454.17401123046875,461.2512512207031,468.4650573730469
forest_a,45,429.40289306640625,448.5971374511719,315.45526123046875,473.9426574707031,491.4480895996094,483.33203125
forest_a,46,566.1964111328125,439.1552734375,-497.06683349609375,431.3796691894531,528.65673828125,534.4966430664062
forest_a,47,523.2272338867188,537.81005859375,466.8206481933594,536.3080444335938,450.446044921875,535.2408447265625
forest_a,48,564.8564453125,552.6576538085938,564.7415771484375,561.9097290039062,564.7811889648438,568.4103393554688
forest_a,49,532.3499755859375,643.0830688476562,660.3865966796875,654.18359375,635.892578125,478.70751953125
forest_a,50,490.5887451171875,591.9227294921875,537.3245849609375,514.7557373046875,589.1083984375,-449.0006408691406
forest_a,51,-505.5859375,593.180908203125,469.93548583984375,-384.2129821777344,622.4682006835938,623.6303100585938
forest_a,52,518.5271606445312,522.1177978515625,517.7366943359375,422.1926574707031,509.4857177734375,522.5651245117188
forest_a,53,504.08135986328125,493.66632080078125,468.822509765625,485.83319091796875,512.9915161132812,495.799072265625
forest_a,54,353.48724365234375,350.6056213378906,494.99566650390625,483.714111328125,440.0434265136719,490.7637634277344
forest_a,55,451.2623291015625,467.8114929199219,466.65985107421875,434.394775390625,463.822021484375,444.6573791503906
forest_a,56,503.0770263671875,494.2737121582031,521.6583251953125,361.97637939453125,461.3928527832031,527.514892578125
forest_a,57,451.08929443359375,460.8689880371094,309.764892578125,423.49847412109375,425.3656921386719,465.54022216796875
forest_a,58,489.05645751953125,476.7389221191406,480.5867614746094,484.06719970703125,482.987060546875,482.8249206542969
forest_a,59,423.6932678222656,504.5998840332031,509.85992431640625,484.83270263671875,524.7565307617188,474.92279052734375
forest_a,60,458.1932067871094,466.42620849609375,410.317138671875,481.8429870605469,463.9844665527344,442.803955078125
forest_a,61,502.6900939941406,448.0117492675781,568.2520751953125,637.7161865234375,654.9395141601562,566.1961669921875
forest_a,62,558.059326171875,480.341552734375,566.4924926757812,540.1723022460938,498.50537109375,552.6181640625
forest_a,63,570.9254760742188,562.7501220703125,556.9512329101562,460.86328125,483.13201904296875,561.8181762695312
forest_a,64,446.3323669433594,321.9641418457031,429.526123046875,540.83935546875,459.9179382324219,383.633544921875
forest_a,65,444.4966735839844,560.1287231445312,574.34814453125,425.6251525878906,575.7113037109375,538.6809692382812
forest_a,66,702.8214111328125,652.647216796875,611.792724609375,-307.1002502441406,614.4219970703125,687.7656860351562
forest_a,67,535.3029174804688,395.4104309082031,441.7240295410156,504.9847106933594,530.3090209960938,529.3202514648438
forest_a,68,396.1572265625,528.7925415039062,431.8341369628906,511.989013671875,570.8134765625,560.877197265625
forest_a,69,-475.26715087890625,543.8170166015625,400.2894287109375,-457.6802673339844,541.858642578125,506.4366149902344
forest_a,70,465.17218017578125,-399.33172607421875,654.0093383789062,549.0633544921875,544.2330932617188,609.4443969726562
forest_a,71,459.57080078125,476.5136413574219,470.8902587890625,466.2738342285156,477.3219909667969,435.6343994140625
forest_a,72,442.2318115234375,433.774658203125,432.0529479980469,309.3319091796875,-766.9227905273438,412.4261474609375
forest_a,73,231.62721252441406,607.3430786132812,473.000732421875,442.1353454589844,426.2821960449219,461.5862731933594
forest_a,74,496.9765930175781,498.6227111816406,419.0372619628906,400.4350280761719,477.9008483886719,413.7333679199219
forest_a,75,-477.8004150390625,-477.3867492675781,316.6341247558594,532.6874389648438,518.3980712890625,518.5467529296875
forest_a,76,616.3372192382812,614.2452392578125,605.169677734375,564.0702514648438,600.9517822265625,604.222412109375
forest_a,77,-457.55517578125,-453.6812744140625,-452.2019958496094,-451.9613037109375,-450.12774658203125,-434.97442626953125
forest_a,78,-568.083740234375,-395.7101135253906,421.5306396484375,-751.9617919921875,462.3964538574219,329.8629455566406
forest_a,79,523.73486328125,578.4097900390625,528.9935913085938,604.2725830078125,608.424560546875,626.51611328125
forest_a,80,478.4305114746094,-373.48126220703125,599.2906494140625,640.3990478515625,320.595458984375,301.3566589355469
forest_a,81,437.5804748535156,447.7734375,443.0364990234375,450.0180969238281,437.7181396484375,443.2817687988281
forest_a,82,417.7228088378906,504.45294189453125,-587.3641357421875,-604.5105590820312,-638.1024780273438,-519.8828125
forest_a,83,543.8594360351562,548.88671875,551.7779541015625,414.4734802246094,529.5416259765625,539.8028564453125
forest_a,84,525.6207275390625,509.0458068847656,549.423095703125,184.4954376220703,-338.8211669921875,337.0114440917969
forest_a,85,663.9176635742188,616.5736083984375,587.8531494140625,401.4468688964844,660.8836669921875,599.319091796875
forest_a,86,549.5787353515625,649.5377807617188,619.6497802734375,653.3412475585938,536.5949096679688,524.6611938476562
forest_a,87,429.4464416503906,623.013427734375,-495.15179443359375,660.7518920898438,-386.7212829589844,-360.78131103515625
forest_a,88,494.4447326660156,350.1053466796875,478.5018005371094,237.4332733154297,383.3614501953125,480.20562744140625
forest_a,89,495.3614807128906,439.0907287597656,448.2082214355469,461.8086853027344,-513.9000854492188,575.8947143554688
forest_a,90,505.0798645019531,528.453369140625,474.5253601074219,521.4095458984375,525.5752563476562,477.1387634277344
forest_a,91,-406.67999267578125,574.6668701171875,550.3761596679688,551.1471557617188,545.0060424804688,539.3689575195312
forest_a,92,536.6946411132812,549.01220703125,524.0379028320312,552.7218017578125,539.5391845703125,537.5794677734375
forest_a,93,625.0660400390625,558.1595458984375,519.5630493164062,421.13262939453125,458.3168640136719,600.8701171875
forest_a,94,529.7742309570312,-629.6845092773438,437.9706726074219,521.9547729492188,504.06622314453125,532.4515991210938
forest_a,95,-451.1705017089844,-444.2956237792969,-442.0364685058594,-452.4637145996094,-452.7555847167969,-454.9493408203125
forest_a,96,300.87225341796875,409.9056396484375,307.70196533203125,418.9143981933594,322.1576843261719,441.3440246582031
forest_a,97,454.7186279296875,460.8497619628906,459.9791259765625,464.32586669921875,455.7942810058594,455.5966491699219
forest_a,98,385.8778076171875,-454.7465515136719,-506.8631286621094,366.0035400390625,541.7518310546875,513.1765747070312
forest_a,99,538.3099975585938,511.86517333984375,530.7019653320312,-658.2554321289062,285.67071533203125,-618.256591796875
forest_a,100,-375.15106201171875,497.252685546875,-511.3642578125,479.6979064941406,-522.056396484375,10.3203125
forest_a,101,397.001220703125,437.65826416015625,452.0750732421875,-700.8880615234375,-573.901123046875,644.594482421875
forest_a,102,-578.342529296875,-331.0482177734375,333.29583740234375,459.163330078125,363.44525146484375,416.0025329589844
forest_a,103,-377.37432861328125,585.6255493164062,582.5672607421875,-371.4943542480469,608.8767700195312,610.5989990234375
forest_a,104,621.2442626953125,369.8076477050781,-410.1134338378906,612.9794311523438,534.7236938476562,584.8718872070312
forest_a,105,312.28192138671875,-830.2380981445312,420.6609802246094,-726.3739624023438,252.9434356689453,424.44384765625
forest_a,106,-631.11328125,526.1666870117188,-28.026124954223633,-664.52392578125,518.2894897460938,-682.2854614257812
forest_a,107,393.1441650390625,531.4713745117188,485.07366943359375,541.4358520507812,632.2323608398438,446.0565490722656
forest_a,108,446.8392333984375,441.7563171386719,451.85516357421875,443.8787841796875,444.4513854980469,440.0999450683594
forest_a,109,-481.0928039550781,-763.57568359375,367.2607116699219,483.6507568359375,-491.6213684082031,-430.39520263671875
forest_a,110,-392.1714782714844,545.3576049804688,510.6156921386719,163.3073272705078,385.2166748046875,617.0303955078125
forest_a,111,267.5364685058594,489.5906677246094,465.0865783691406,482.2162780761719,471.6827087402344,306.3511962890625
forest_a,112,395.43206787109375,200.5504913330078,397.1180114746094,405.2634582519531,513.8736572265625,-841.328857421875
forest_a,113,364.9198913574219,-446.6662902832031,-455.3342590332031,363.9202880859375,396.44915771484375,462.4176330566406
forest_a,114,531.8251342773438,409.252685546875,520.8500366210938,351.6900939941406,526.2115478515625,465.6648254394531
forest_a,115,-843.3588256835938,405.6029052734375,573.053955078125,347.84796142578125,427.7999572753906,459.5119323730469
forest_a,116,439.0736389160156,425.9031677246094,437.5121765136719,279.63812255859375,408.74481201171875,399.1822814941406
forest_a,117,-292.400634765625,-300.9356994628906,-288.421875,-303.1976623535156,-291.7038879394531,-293.57476806640625
forest_a,118,298.5872802734375,529.8311767578125,554.31201171875,444.0328369140625,-453.84161376953125,-460.98992919921875
forest_a,119,-759.5172119140625,296.3957214355469,-456.094970703125,538.0276489257812,435.8217468261719,-1161.5557861328125
forest_a,120,-643.7269287109375,639.2722778320312,597.8273315429688,604.1966552734375,467.6612548828125,497.34527587890625
forest_a,121,545.6394653320312,-505.7364807128906,-456.2530517578125,600.5748291015625,587.3189086914062,575.3724975585938
forest_a,122,378.395263671875,-392.9862976074219,207.33694458007812,330.9200439453125,332.14984130859375,329.2812805175781
forest_a,123,-429.0276184082031,254.44024658203125,-539.253662109375,-362.87103271484375,-482.3007507324219,562.2539672851562
forest_a,124,439.5271301269531,406.0723876953125,443.09259033203125,258.22918701171875,427.52191162109375,409.2392883300781
forest_a,125,403.3482360839844,242.84310913085938,-614.6242065429688,487.5402526855469,518.9246215820312,503.7366027832031
forest_a,126,598.2030639648438,330.76239013671875,-488.6492919921875,-375.826171875,-412.0425109863281,451.33758544921875
forest_a,127,-474.1500244140625,518.1406860351562,348.4747314453125,478.9782409667969,-481.33624267578125,302.5761413574219
forest_a,128,379.03521728515625,359.83099365234375,419.0409240722656,467.0125427246094,201.27703857421875,-782.0869750976562
forest_a,129,415.3833312988281,-508.9209899902344,519.3277587890625,532.7805786132812,430.3082275390625,-990.5159912109375
forest_a,130,543.418701171875,634.0035400390625,-315.44580078125,-411.37860107421875,495.5925598144531,582.1170043945312
forest_a,131,354.7039489746094,347.99993896484375,398.2384948730469,-649.5360717773438,509.70892333984375,-577.8470458984375
forest_a,132,-487.8270263671875,489.6656799316406,447.87762451171875,526.6880493164062,288.7594909667969,504.36383056640625
forest_a,133,652.6253051757812,-424.6403503417969,-314.5030212402344,564.1071166992188,-352.7967834472656,-315.00750732421875
forest_a,134,381.93170166015625,420.5655822753906,508.4070129394531,675.6939086914062,637.9037475585938,666.9586791992188
forest_a,135,594.71923828125,317.40655517578125,481.3997497558594,428.1632080078125,448.1269836425781,507.4287109375
forest_a,136,-592.7166748046875,496.942626953125,294.94354248046875,468.01318359375,484.6228942871094,332.6737365722656
forest_a,137,-475.0339660644531,408.7167663574219,-684.6597900390625,574.18310546875,-572.9107055664062,454.81927490234375
forest_a,138,452.5948181152344,247.97206115722656,405.8222351074219,461.8393859863281,-717.65478515625,346.0916748046875
forest_a,139,494.6908264160156,-548.7128295898438,426.0168151855469,-549.4096069335938,480.5978088378906,480.3484191894531
forest_a,140,-491.11798095703125,-411.9598083496094,-461.7746276855469,596.670166015625,-622.6093139648438,400.3999328613281
forest_a,141,478.9501647949219,-814.8060302734375,482.20867919921875,469.63604736328125,484.7994384765625,485.845947265625
forest_a,142,-796.3283081054688,568.8946533203125,-796.41162109375,519.95263671875,410.3903503417969,305.39312744140625
forest_a,143,494.3078308105469,-574.3662719726562,-654.1493530273438,496.30877685546875,542.0946655273438,538.4217529296875
forest_a,144,65.25053405761719,334.71307373046875,421.0785217285156,513.3148803710938,-450.90179443359375,280.921630859375
forest_a,145,336.5830993652344,-588.7432250976562,444.718994140625,-424.94036865234375,-702.1417846679688,583.7574462890625
forest_a,146,-564.4373779296875,-618.1058959960938,-542.664306640625,-534.9721069335938,-516.16162109375,-499.86474609375
forest_a,147,-433.0806579589844,498.15142822265625,-412.1998596191406,-418.0385437011719,-617.0114135742188,-383.0544128417969
forest_a,148,543.5158081054688,-806.5009155273438,445.7409362792969,-487.5379638671875,456.3032531738281,436.0078125
forest_a,149,504.1427307128906,540.8281860351562,562.60888671875,-381.7726135253906,543.2921142578125,-466.1291809082031
forest_a,150,-383.2740783691406,-484.458984375,625.8829956054688,579.17138671875,-402.0023498535156,561.5528564453125
forest_a,151,-514.4519653320312,481.0710144042969,491.952880859375,-505.9331970214844,516.4111938476562,-525.79150390625
forest_a,152,484.48388671875,421.4555358886719,459.73834228515625,437.93731689453125,488.02032470703125,461.5479431152344
forest_a,153,330.5976257324219,483.9425354003906,459.931884765625,-359.42047119140625,-446.4002990722656,-413.7752990722656
forest_a,154,253.297119140625,-474.8269958496094,-480.3736572265625,494.6622619628906,532.5400390625,-547.6220703125
forest_a,155,426.4965515136719,-361.1256103515625,-534.0938720703125,-482.49462890625,343.8345642089844,496.27734375
forest_a,156,460.11669921875,484.7664794921875,340.6209716796875,183.9999237060547,364.2145690917969,407.24627685546875
forest_a,157,-334.5958557128906,-288.6418151855469,-288.1169738769531,492.5548095703125,451.9486389160156,521.5253295898438
forest_a,158,-359.1575927734375,-617.4853515625,378.3471374511719,-365.0219421386719,-311.4284973144531,265.67242431640625
forest_a,159,473.9142761230469,-571.677734375,509.12017822265625,527.5497436523438,511.4723205566406,506.5665283203125
forest_a,160,-631.2291259765625,-323.9178771972656,473.7135925292969,-507.1372375488281,319.1344909667969,-317.3793640136719
forest_a,161,-565.13525390625,174.4527130126953,24.952619552612305,-586.93603515625,498.16864013671875,444.8717041015625
forest_a,162,-1193.590087890625,-616.14501953125,-618.5051879882812,264.83245849609375,565.1307983398438,601.992431640625
forest_a,163,-343.1063232421875,391.2444152832031,-357.80535888671875,-401.06884765625,655.5008544921875,-412.4481506347656
forest_a,164,-370.71087646484375,-672.9489135742188,648.1424560546875,-614.97509765625,-456.86407470703125,-607.655517578125
forest_a,165,360.7252197265625,-484.9117736816406,-390.01336669921875,-647.8948364257812,472.2114562988281,356.4964294433594
forest_a,166,-377.83575439453125,510.5604553222656,-573.7433471679688,518.288818359375,25.210689544677734,-481.5478210449219
forest_a,167,-328.2206726074219,-640.874755859375,-433.1579284667969,-312.97149658203125,-345.6675109863281,-344.89501953125
forest_a,168,-501.9999694824219,394.7287902832031,384.8000183105469,588.96728515625,535.5103149414062,410.2731018066406
forest_a,169,-549.250732421875,474.2746887207031,484.4453125,479.7548828125,493.4546203613281,458.8619079589844
forest_a,170,-530.0475463867188,608.66943359375,-343.0677185058594,-837.942626953125,574.12548828125,643.6967163085938
forest_a,171,-493.2173767089844,296.11083984375,-1097.0662841796875,-558.1603393554688,-314.47503662109375,402.51611328125
forest_a,172,424.7149658203125,581.65869140625,584.0613403320312,414.7074279785156,-622.976806640625,-411.8261413574219
forest_a,173,-575.375,345.1966247558594,488.5722961425781,447.8647155761719,316.7268981933594,479.5385437011719
forest_a,174,547.103271484375,-363.64129638671875,455.28167724609375,526.6116943359375,-333.6304931640625,566.4008178710938
forest_a,175,-645.9890747070312,181.28562927246094,-539.4324340820312,-556.4039916992188,456.4432678222656,524.7886962890625
forest_a,176,448.84368896484375,448.0638427734375,457.8381042480469,462.4714660644531,431.01593017578125,448.5445861816406
forest_a,177,-718.2119750976562,526.6004638671875,-539.4473266601562,-838.845703125,391.03118896484375,540.9971923828125
forest_a,178,-521.9279174804688,509.4722595214844,205.65570068359375,-511.9153747558594,-493.5622253417969,448.6633605957031
forest_a,179,389.6896667480469,-385.1209411621094,-447.03179931640625,-534.8079223632812,-652.2559814453125,570.89453125
forest_a,180,-568.1809692382812,-597.000732421875,-576.2711181640625,525.6746215820312,-571.9561767578125,425.5693664550781
forest_a,181,-297.3059997558594,311.22808837890625,369.55084228515625,-362.852783203125,37.429534912109375,111.14244842529297
forest_a,182,499.5295715332031,-352.8556823730469,-498.98699951171875,517.1348876953125,-954.1637573242188,-359.82177734375
forest_a,183,-417.1770935058594,383.0647888183594,-437.4373474121094,534.485595703125,416.920654296875,-422.3874816894531
forest_a,184,-441.1519775390625,554.913330078125,139.37237548828125,-454.7618408203125,532.3092041015625,-557.2979125976562
forest_a,185,-396.4089660644531,-452.6234436035156,194.47804260253906,504.8919372558594,-427.5963134765625,491.73394775390625
forest_a,186,597.3145141601562,-415.83172607421875,-464.6041564941406,-419.4330139160156,389.73956298828125,-544.0733032226562
forest_a,187,563.2760009765625,-499.2368469238281,443.47235107421875,407.8529052734375,-530.5978393554688,510.7503967285156
forest_a,188,-400.3728332519531,-341.1393127441406,-590.2418823242188,-476.68841552734375,-839.793701171875,-438.3256530761719
forest_a,189,-348.2069091796875,-404.9397277832031,-370.7767333984375,-380.4690246582031,-465.6871643066406,-518.32177734375
forest_a,190,430.0152587890625,230.39447021484375,290.2548522949219,464.4169006347656,336.03289794921875,425.0758056640625
forest_a,191,-325.18756103515625,-361.969970703125,-343.0944519042969,452.3083190917969,391.9027404785156,-331.0976867675781
forest_a,192,-613.1318359375,-450.5570373535156,588.6851196289062,-514.0313720703125,-445.7065734863281,579.6010131835938
forest_a,193,-757.6986083984375,-672.19921875,-636.6644287109375,-678.6417846679688,-686.324462890625,-690.1746826171875
forest_a,194,-387.927978515625,-365.3639221191406,-421.885986328125,450.1685485839844,-402.9811706542969,-11.37706470489502
forest_a,195,-646.868408203125,269.6914978027344,395.93243408203125,444.3875732421875,402.99859619140625,451.71697998046875
forest_a,196,504.2509460449219,320.8234558105469,-469.11407470703125,-528.434814453125,417.6053466796875,-504.73260498046875
forest_a,197,376.27301025390625,-424.8575744628906,-811.5433959960938,-829.1705322265625,-403.9474182128906,-504.14764404296875
forest_a,198,-371.1827087402344,-386.008544921875,-407.77734375,-544.2122192382812,511.5748291015625,547.8427124023438
forest_a,199,-524.978759765625,-541.3059692382812,-535.5999755859375,-481.53717041015625,-542.861083984375,-495.8450927734375
forest_a,200,-1105.319580078125,-598.16845703125,-603.5682983398438,-576.1383056640625,338.5961608886719,425.82122802734375
forest_a,201,-429.5357360839844,-515.927490234375,-433.09375,-359.46160888671875,-434.69500732421875,-464.9233093261719
forest_a,202,-391.69268798828125,-564.4118041992188,-494.9084167480469,-535.9521484375,-436.3426208496094,-713.4873657226562
forest_a,203,506.0126037597656,-602.8018798828125,408.30126953125,-569.3259887695312,-745.2457885742188,-601.8271484375
forest_a,204,513.8230590820312,-505.8927001953125,316.350830078125,-490.9078674316406,336.06341552734375,-61.738346099853516
forest_a,205,-667.1095581054688,648.0562744140625,46.505496978759766,-353.4206848144531,-669.21533203125,-311.0281982421875
forest_a,206,-422.4237060546875,-676.5634765625,-521.3793334960938,-375.08062744140625,137.10963439941406,-512.2427978515625
forest_a,207,475.8671569824219,-601.4873046875,599.9183349609375,-524.3671875,-375.7338562011719,-1017.9739379882812
forest_a,208,384.3644104003906,-649.4248657226562,444.3269958496094,258.5223388671875,438.5833435058594,275.90069580078125
forest_a,209,-473.8978271484375,461.4157409667969,-442.1737365722656,561.5485229492188,-360.14483642578125,-692.7904663085938
forest_a,210,391.490234375,-310.4076843261719,-582.8219604492188,-424.9891662597656,414.6697692871094,-695.7724609375
forest_a,211,-760.6512451171875,467.4031066894531,-589.1485595703125,-735.2402954101562,-646.1355590820312,-861.3123779296875
forest_a,212,-391.5459289550781,-450.1284484863281,-386.72735595703125,-400.65692138671875,-449.3699035644531,-409.647216796875
forest_a,213,-441.2438659667969,-404.07586669921875,-569.0006103515625,577.5467529296875,-509.25244140625,-432.56103515625
forest_a,214,-575.6256713867188,603.1295166015625,-417.74395751953125,-510.7391052246094,588.94189453125,-425.2927551269531
forest_a,215,-396.7549133300781,-391.6228942871094,-312.28741455078125,-636.5311889648438,-313.3804931640625,-396.2076721191406
forest_a,216,-654.3746948242188,-709.7754516601562,467.7461853027344,-784.943603515625,-628.907470703125,474.1006164550781
forest_a,217,-317.89263916015625,-309.40130615234375,-314.4651794433594,-317.71722412109375,-305.3626403808594,-314.3427734375
forest_a,218,-464.523193359375,536.1500854492188,-735.0029907226562,-468.2347717285156,172.2124481201172,420.26617431640625
forest_a,219,-315.2939147949219,-314.7852783203125,-315.21551513671875,-310.0542297363281,-314.92095947265625,-309.76715087890625
forest_a,220,-417.797607421875,-424.1185607910156,579.1620483398438,-567.1585693359375,545.054443359375,-573.9058227539062
forest_a,221,-92.08071899414062,-604.9971923828125,-618.1461181640625,-742.452880859375,-610.0948486328125,-1325.1021728515625
forest_a,222,208.5704803466797,465.5690612792969,429.8727111816406,-616.2169189453125,-649.293701171875,453.7095642089844
forest_a,223,12.385331153869629,245.4567108154297,-319.94512939453125,-557.1828002929688,-560.1663818359375,439.126708984375
forest_a,224,-512.7929077148438,433.1000061035156,318.5176696777344,479.22412109375,387.96173095703125,-667.688232421875
forest_a,225,271.1210021972656,-482.057861328125,-543.1195678710938,-358.5206604003906,-366.6480407714844,-310.1544189453125
forest_a,226,309.1140441894531,446.9298095703125,-462.3783264160156,483.6265869140625,-557.5331420898438,446.8952331542969
forest_a,227,-485.5256042480469,-528.3124389648438,-574.4437255859375,-497.0926513671875,-530.0072631835938,311.5468444824219
forest_a,228,-476.7766418457031,497.6030578613281,-481.1912841796875,381.79925537109375,-528.5567626953125,-483.30426025390625
forest_a,229,200.76573181152344,-281.77130126953125,470.6479797363281,331.926025390625,-653.9876708984375,-289.2256774902344
forest_a,230,-332.3240661621094,-332.2080993652344,-330.8370056152344,454.3660888671875,-588.9702758789062,-318.6474609375
forest_a,231,-502.2398681640625,-440.03997802734375,-510.6507568359375,-433.85772705078125,-570.5092163085938,479.3096923828125
forest_a,232,322.6416320800781,-573.09130859375,307.2561950683594,503.2874755859375,523.3106079101562,321.3678894042969
forest_a,233,-559.7833251953125,-389.1559753417969,613.6820068359375,647.8562622070312,-344.5035705566406,600.8740844726562
forest_a,234,-633.6987915039062,419.8202209472656,277.76666259765625,462.2695617675781,462.22882080078125,470.59222412109375
forest_a,235,-550.4692993164062,-537.8604125976562,-631.4956665039062,98.34939575195312,-584.7171020507812,-584.9645385742188
forest_a,236,-726.0089111328125,430.7649230957031,408.7142333984375,-754.8748779296875,-659.4442138671875,555.5153198242188
forest_a,237,-391.837890625,-476.44683837890625,-475.02178955078125,-480.7586364746094,-354.0209655761719,437.7118835449219
forest_a,238,-541.6927490234375,530.2225952148438,-524.33251953125,538.76123046875,-399.44140625,-429.2707214355469
forest_a,239,-389.80047607421875,-823.4284057617188,443.0947265625,-713.5112915039062,447.317138671875,-865.7323608398438
forest_a,240,-486.0626220703125,455.3362731933594,457.1089782714844,330.2284240722656,419.4968566894531,455.02874755859375
forest_a,241,530.0877685546875,-528.5753173828125,650.9180908203125,-369.63409423828125,-398.3611755371094,-711.2964477539062
forest_a,242,-31.486587524414062,442.3555603027344,485.4051513671875,465.0958251953125,494.4648132324219,-634.39599609375
forest_a,243,-447.9884338378906,494.4081115722656,384.7734680175781,520.1249389648438,511.0508117675781,-473.7533264160156
forest_a,244,-601.9719848632812,472.1554260253906,-612.0987548828125,442.19805908203125,467.5338134765625,439.45751953125
forest_a,245,-572.9304809570312,-564.2210693359375,425.72027587890625,409.3152160644531,-566.926025390625,-631.290771484375
forest_a,246,481.8900146484375,-431.6683044433594,372.5057678222656,383.9800720214844,416.85870361328125,534.1689453125
forest_a,247,-520.4818115234375,-520.4520263671875,485.4189147949219,158.13693237304688,-561.230224609375,-525.9441528320312
forest_a,248,-536.2141723632812,-443.72259521484375,-580.6903686523438,-463.09326171875,-510.81768798828125,-476.8742980957031
